SessionID,DateKey,OperatingRoomID,DepartmentID,SessionType,PlannedStartDateTime,PlannedEndDateTime,PlannedMinutes,AvailableMinutes,IsEmergencySession
SES005756,20231008,OR09,D10,Emergency,2023-10-08 08:00:00,2023-10-08 17:00:00,540,510,1
SES005757,20231009,OR01,D03,Full Day,2023-10-09 08:00:00,2023-10-09 17:00:00,540,510,0
SES005758,20231009,OR02,D02,Full Day,2023-10-09 08:00:00,2023-10-09 17:00:00,540,510,0
SES005759,20231009,OR03,D10,Full Day,2023-10-09 08:00:00,2023-10-09 17:00:00,540,510,0
SES005760,20231009,OR04,D02,Full Day,2023-10-09 08:00:00,2023-10-09 17:00:00,540,510,0
SES005761,20231009,OR05,D06,Morning,2023-10-09 08:00:00,2023-10-09 12:30:00,270,250,0
SES005762,20231009,OR06,D01,Full Day,2023-10-09 08:00:00,2023-10-09 17:00:00,540,510,0
SES005763,20231009,OR07,D01,Full Day,2023-10-09 08:00:00,2023-10-09 17:00:00,540,510,0
SES005764,20231009,OR08,D03,Full Day,2023-10-09 08:00:00,2023-10-09 17:00:00,540,510,0
SES005765,20231009,OR09,D09,Emergency,2023-10-09 08:00:00,2023-10-09 17:00:00,540,510,1
SES005766,20231009,OR10,D02,Full Day,2023-10-09 08:00:00,2023-10-09 17:00:00,540,510,0
SES005767,20231009,OR11,D02,Full Day,2023-10-09 08:00:00,2023-10-09 17:00:00,540,510,0
SES005768,20231009,OR12,D05,Morning,2023-10-09 08:00:00,2023-10-09 12:30:00,270,250,0
SES005769,20231010,OR01,D03,Full Day,2023-10-10 08:00:00,2023-10-10 17:00:00,540,510,0
SES005770,20231010,OR02,D03,Full Day,2023-10-10 08:00:00,2023-10-10 17:00:00,540,510,0
SES005771,20231010,OR03,D05,Full Day,2023-10-10 08:00:00,2023-10-10 17:00:00,540,510,0
SES005772,20231010,OR04,D01,Full Day,2023-10-10 08:00:00,2023-10-10 17:00:00,540,510,0
SES005773,20231010,OR05,D02,Full Day,2023-10-10 08:00:00,2023-10-10 17:00:00,540,510,0
SES005774,20231010,OR06,D01,Full Day,2023-10-10 08:00:00,2023-10-10 17:00:00,540,510,0
SES005775,20231010,OR07,D06,Full Day,2023-10-10 08:00:00,2023-10-10 17:00:00,540,510,0
SES005776,20231010,OR08,D02,Full Day,2023-10-10 08:00:00,2023-10-10 17:00:00,540,510,0
SES005777,20231010,OR09,D10,Emergency,2023-10-10 08:00:00,2023-10-10 17:00:00,540,510,1
SES005778,20231010,OR10,D02,Full Day,2023-10-10 08:00:00,2023-10-10 17:00:00,540,510,0
SES005779,20231010,OR11,D08,Morning,2023-10-10 08:00:00,2023-10-10 12:30:00,270,250,0
SES005780,20231010,OR12,D05,Full Day,2023-10-10 08:00:00,2023-10-10 17:00:00,540,510,0
SES005781,20231011,OR01,D01,Full Day,2023-10-11 08:00:00,2023-10-11 17:00:00,540,510,0
SES005782,20231011,OR02,D01,Full Day,2023-10-11 08:00:00,2023-10-11 17:00:00,540,510,0
SES005783,20231011,OR03,D06,Afternoon,2023-10-11 13:00:00,2023-10-11 17:00:00,240,225,0
SES005784,20231011,OR04,D03,Morning,2023-10-11 08:00:00,2023-10-11 12:30:00,270,250,0
SES005785,20231011,OR05,D01,Afternoon,2023-10-11 13:00:00,2023-10-11 17:00:00,240,225,0
SES005786,20231011,OR06,D07,Afternoon,2023-10-11 13:00:00,2023-10-11 17:00:00,240,225,0
SES005787,20231011,OR07,D01,Full Day,2023-10-11 08:00:00,2023-10-11 17:00:00,540,510,0
SES005788,20231011,OR08,D02,Afternoon,2023-10-11 13:00:00,2023-10-11 17:00:00,240,225,0
SES005789,20231011,OR09,D08,Emergency,2023-10-11 08:00:00,2023-10-11 17:00:00,540,510,1
SES005790,20231011,OR10,D08,Morning,2023-10-11 08:00:00,2023-10-11 12:30:00,270,250,0
SES005791,20231011,OR11,D01,Full Day,2023-10-11 08:00:00,2023-10-11 17:00:00,540,510,0
SES005792,20231011,OR12,D02,Full Day,2023-10-11 08:00:00,2023-10-11 17:00:00,540,510,0
SES005793,20231012,OR01,D04,Full Day,2023-10-12 08:00:00,2023-10-12 17:00:00,540,510,0
SES005794,20231012,OR02,D02,Morning,2023-10-12 08:00:00,2023-10-12 12:30:00,270,250,0
SES005795,20231012,OR03,D03,Morning,2023-10-12 08:00:00,2023-10-12 12:30:00,270,250,0
SES005796,20231012,OR04,D07,Full Day,2023-10-12 08:00:00,2023-10-12 17:00:00,540,510,0
SES005797,20231012,OR05,D07,Full Day,2023-10-12 08:00:00,2023-10-12 17:00:00,540,510,0
SES005798,20231012,OR06,D02,Full Day,2023-10-12 08:00:00,2023-10-12 17:00:00,540,510,0
SES005799,20231012,OR07,D05,Full Day,2023-10-12 08:00:00,2023-10-12 17:00:00,540,510,0
SES005800,20231012,OR08,D06,Afternoon,2023-10-12 13:00:00,2023-10-12 17:00:00,240,225,0
SES005801,20231012,OR09,D03,Emergency,2023-10-12 08:00:00,2023-10-12 17:00:00,540,510,1
SES005802,20231012,OR10,D01,Full Day,2023-10-12 08:00:00,2023-10-12 17:00:00,540,510,0
SES005803,20231012,OR11,D01,Full Day,2023-10-12 08:00:00,2023-10-12 17:00:00,540,510,0
SES005804,20231012,OR12,D05,Full Day,2023-10-12 08:00:00,2023-10-12 17:00:00,540,510,0
SES005805,20231013,OR01,D03,Afternoon,2023-10-13 13:00:00,2023-10-13 17:00:00,240,225,0
SES005806,20231013,OR02,D01,Full Day,2023-10-13 08:00:00,2023-10-13 17:00:00,540,510,0
SES005807,20231013,OR03,D01,Full Day,2023-10-13 08:00:00,2023-10-13 17:00:00,540,510,0
SES005808,20231013,OR04,D06,Full Day,2023-10-13 08:00:00,2023-10-13 17:00:00,540,510,0
SES005809,20231013,OR05,D05,Morning,2023-10-13 08:00:00,2023-10-13 12:30:00,270,250,0
SES005810,20231013,OR06,D03,Full Day,2023-10-13 08:00:00,2023-10-13 17:00:00,540,510,0
SES005811,20231013,OR07,D10,Full Day,2023-10-13 08:00:00,2023-10-13 17:00:00,540,510,0
SES005812,20231013,OR08,D03,Full Day,2023-10-13 08:00:00,2023-10-13 17:00:00,540,510,0
SES005813,20231013,OR09,D03,Emergency,2023-10-13 08:00:00,2023-10-13 17:00:00,540,510,1
SES005814,20231013,OR10,D04,Full Day,2023-10-13 08:00:00,2023-10-13 17:00:00,540,510,0
SES005815,20231013,OR11,D02,Full Day,2023-10-13 08:00:00,2023-10-13 17:00:00,540,510,0
SES005816,20231013,OR12,D06,Full Day,2023-10-13 08:00:00,2023-10-13 17:00:00,540,510,0
SES005817,20231014,OR09,D01,Emergency,2023-10-14 08:00:00,2023-10-14 17:00:00,540,510,1
SES005818,20231014,OR10,D10,Morning,2023-10-14 08:00:00,2023-10-14 12:30:00,270,250,0
SES005819,20231015,OR09,D07,Emergency,2023-10-15 08:00:00,2023-10-15 17:00:00,540,510,1
SES005820,20231016,OR01,D02,Full Day,2023-10-16 08:00:00,2023-10-16 17:00:00,540,510,0
SES005821,20231016,OR02,D03,Afternoon,2023-10-16 13:00:00,2023-10-16 17:00:00,240,225,0
SES005822,20231016,OR03,D03,Full Day,2023-10-16 08:00:00,2023-10-16 17:00:00,540,510,0
SES005823,20231016,OR04,D01,Full Day,2023-10-16 08:00:00,2023-10-16 17:00:00,540,510,0
SES005824,20231016,OR05,D02,Full Day,2023-10-16 08:00:00,2023-10-16 17:00:00,540,510,0
SES005825,20231016,OR06,D04,Full Day,2023-10-16 08:00:00,2023-10-16 17:00:00,540,510,0
SES005826,20231016,OR07,D01,Afternoon,2023-10-16 13:00:00,2023-10-16 17:00:00,240,225,0
SES005827,20231016,OR08,D05,Afternoon,2023-10-16 13:00:00,2023-10-16 17:00:00,240,225,0
SES005828,20231016,OR09,D05,Emergency,2023-10-16 08:00:00,2023-10-16 17:00:00,540,510,1
SES005829,20231016,OR10,D10,Full Day,2023-10-16 08:00:00,2023-10-16 17:00:00,540,510,0
SES005830,20231016,OR11,D05,Full Day,2023-10-16 08:00:00,2023-10-16 17:00:00,540,510,0
SES005831,20231016,OR12,D01,Morning,2023-10-16 08:00:00,2023-10-16 12:30:00,270,250,0
SES005832,20231017,OR01,D10,Full Day,2023-10-17 08:00:00,2023-10-17 17:00:00,540,510,0
SES005833,20231017,OR02,D02,Full Day,2023-10-17 08:00:00,2023-10-17 17:00:00,540,510,0
SES005834,20231017,OR03,D07,Full Day,2023-10-17 08:00:00,2023-10-17 17:00:00,540,510,0
SES005835,20231017,OR04,D03,Full Day,2023-10-17 08:00:00,2023-10-17 17:00:00,540,510,0
SES005836,20231017,OR05,D07,Full Day,2023-10-17 08:00:00,2023-10-17 17:00:00,540,510,0
SES005837,20231017,OR06,D05,Full Day,2023-10-17 08:00:00,2023-10-17 17:00:00,540,510,0
SES005838,20231017,OR07,D03,Full Day,2023-10-17 08:00:00,2023-10-17 17:00:00,540,510,0
SES005839,20231017,OR08,D09,Full Day,2023-10-17 08:00:00,2023-10-17 17:00:00,540,510,0
SES005840,20231017,OR09,D10,Emergency,2023-10-17 08:00:00,2023-10-17 17:00:00,540,510,1
SES005841,20231017,OR10,D03,Full Day,2023-10-17 08:00:00,2023-10-17 17:00:00,540,510,0
SES005842,20231017,OR11,D03,Full Day,2023-10-17 08:00:00,2023-10-17 17:00:00,540,510,0
SES005843,20231017,OR12,D04,Morning,2023-10-17 08:00:00,2023-10-17 12:30:00,270,250,0
SES005844,20231018,OR01,D08,Full Day,2023-10-18 08:00:00,2023-10-18 17:00:00,540,510,0
SES005845,20231018,OR02,D10,Full Day,2023-10-18 08:00:00,2023-10-18 17:00:00,540,510,0
SES005846,20231018,OR03,D02,Full Day,2023-10-18 08:00:00,2023-10-18 17:00:00,540,510,0
SES005847,20231018,OR04,D03,Full Day,2023-10-18 08:00:00,2023-10-18 17:00:00,540,510,0
SES005848,20231018,OR05,D02,Full Day,2023-10-18 08:00:00,2023-10-18 17:00:00,540,510,0
SES005849,20231018,OR06,D03,Afternoon,2023-10-18 13:00:00,2023-10-18 17:00:00,240,225,0
SES005850,20231018,OR07,D10,Full Day,2023-10-18 08:00:00,2023-10-18 17:00:00,540,510,0
SES005851,20231018,OR08,D06,Full Day,2023-10-18 08:00:00,2023-10-18 17:00:00,540,510,0
SES005852,20231018,OR09,D08,Emergency,2023-10-18 08:00:00,2023-10-18 17:00:00,540,510,1
SES005853,20231018,OR10,D06,Full Day,2023-10-18 08:00:00,2023-10-18 17:00:00,540,510,0
SES005854,20231018,OR11,D05,Afternoon,2023-10-18 13:00:00,2023-10-18 17:00:00,240,225,0
SES005855,20231018,OR12,D10,Full Day,2023-10-18 08:00:00,2023-10-18 17:00:00,540,510,0
SES005856,20231019,OR01,D02,Full Day,2023-10-19 08:00:00,2023-10-19 17:00:00,540,510,0
SES005857,20231019,OR02,D04,Full Day,2023-10-19 08:00:00,2023-10-19 17:00:00,540,510,0
SES005858,20231019,OR03,D03,Full Day,2023-10-19 08:00:00,2023-10-19 17:00:00,540,510,0
SES005859,20231019,OR04,D09,Full Day,2023-10-19 08:00:00,2023-10-19 17:00:00,540,510,0
SES005860,20231019,OR05,D05,Full Day,2023-10-19 08:00:00,2023-10-19 17:00:00,540,510,0
SES005861,20231019,OR06,D08,Morning,2023-10-19 08:00:00,2023-10-19 12:30:00,270,250,0
SES005862,20231019,OR07,D03,Full Day,2023-10-19 08:00:00,2023-10-19 17:00:00,540,510,0
SES005863,20231019,OR08,D02,Morning,2023-10-19 08:00:00,2023-10-19 12:30:00,270,250,0
SES005864,20231019,OR09,D10,Emergency,2023-10-19 08:00:00,2023-10-19 17:00:00,540,510,1
SES005865,20231019,OR10,D03,Afternoon,2023-10-19 13:00:00,2023-10-19 17:00:00,240,225,0
SES005866,20231019,OR11,D09,Full Day,2023-10-19 08:00:00,2023-10-19 17:00:00,540,510,0
SES005867,20231019,OR12,D04,Full Day,2023-10-19 08:00:00,2023-10-19 17:00:00,540,510,0
SES005868,20231020,OR01,D05,Full Day,2023-10-20 08:00:00,2023-10-20 17:00:00,540,510,0
SES005869,20231020,OR02,D07,Afternoon,2023-10-20 13:00:00,2023-10-20 17:00:00,240,225,0
SES005870,20231020,OR03,D04,Afternoon,2023-10-20 13:00:00,2023-10-20 17:00:00,240,225,0
SES005871,20231020,OR04,D05,Full Day,2023-10-20 08:00:00,2023-10-20 17:00:00,540,510,0
SES005872,20231020,OR05,D10,Full Day,2023-10-20 08:00:00,2023-10-20 17:00:00,540,510,0
SES005873,20231020,OR06,D04,Full Day,2023-10-20 08:00:00,2023-10-20 17:00:00,540,510,0
SES005874,20231020,OR07,D01,Afternoon,2023-10-20 13:00:00,2023-10-20 17:00:00,240,225,0
SES005875,20231020,OR08,D06,Full Day,2023-10-20 08:00:00,2023-10-20 17:00:00,540,510,0
SES005876,20231020,OR09,D09,Emergency,2023-10-20 08:00:00,2023-10-20 17:00:00,540,510,1
SES005877,20231020,OR10,D09,Afternoon,2023-10-20 13:00:00,2023-10-20 17:00:00,240,225,0
SES005878,20231020,OR11,D04,Full Day,2023-10-20 08:00:00,2023-10-20 17:00:00,540,510,0
SES005879,20231020,OR12,D06,Full Day,2023-10-20 08:00:00,2023-10-20 17:00:00,540,510,0
SES005880,20231021,OR09,D09,Emergency,2023-10-21 08:00:00,2023-10-21 17:00:00,540,510,1
SES005881,20231021,OR10,D05,Full Day,2023-10-21 08:00:00,2023-10-21 17:00:00,540,510,0
SES005882,20231022,OR09,D05,Emergency,2023-10-22 08:00:00,2023-10-22 17:00:00,540,510,1
SES005883,20231022,OR10,D02,Full Day,2023-10-22 08:00:00,2023-10-22 17:00:00,540,510,0
SES005884,20231023,OR01,D08,Full Day,2023-10-23 08:00:00,2023-10-23 17:00:00,540,510,0
SES005885,20231023,OR02,D03,Full Day,2023-10-23 08:00:00,2023-10-23 17:00:00,540,510,0
SES005886,20231023,OR03,D04,Full Day,2023-10-23 08:00:00,2023-10-23 17:00:00,540,510,0
SES005887,20231023,OR04,D04,Full Day,2023-10-23 08:00:00,2023-10-23 17:00:00,540,510,0
SES005888,20231023,OR05,D01,Full Day,2023-10-23 08:00:00,2023-10-23 17:00:00,540,510,0
SES005889,20231023,OR06,D08,Full Day,2023-10-23 08:00:00,2023-10-23 17:00:00,540,510,0
SES005890,20231023,OR07,D01,Full Day,2023-10-23 08:00:00,2023-10-23 17:00:00,540,510,0
SES005891,20231023,OR08,D03,Full Day,2023-10-23 08:00:00,2023-10-23 17:00:00,540,510,0
SES005892,20231023,OR09,D03,Emergency,2023-10-23 08:00:00,2023-10-23 17:00:00,540,510,1
SES005893,20231023,OR10,D07,Afternoon,2023-10-23 13:00:00,2023-10-23 17:00:00,240,225,0
SES005894,20231023,OR11,D01,Full Day,2023-10-23 08:00:00,2023-10-23 17:00:00,540,510,0
SES005895,20231023,OR12,D01,Full Day,2023-10-23 08:00:00,2023-10-23 17:00:00,540,510,0
SES005896,20231024,OR01,D04,Afternoon,2023-10-24 13:00:00,2023-10-24 17:00:00,240,225,0
SES005897,20231024,OR02,D02,Full Day,2023-10-24 08:00:00,2023-10-24 17:00:00,540,510,0
SES005898,20231024,OR03,D04,Full Day,2023-10-24 08:00:00,2023-10-24 17:00:00,540,510,0
SES005899,20231024,OR04,D06,Morning,2023-10-24 08:00:00,2023-10-24 12:30:00,270,250,0
SES005900,20231024,OR05,D05,Full Day,2023-10-24 08:00:00,2023-10-24 17:00:00,540,510,0
SES005901,20231024,OR06,D01,Full Day,2023-10-24 08:00:00,2023-10-24 17:00:00,540,510,0
SES005902,20231024,OR07,D02,Full Day,2023-10-24 08:00:00,2023-10-24 17:00:00,540,510,0
SES005903,20231024,OR08,D03,Full Day,2023-10-24 08:00:00,2023-10-24 17:00:00,540,510,0
SES005904,20231024,OR09,D03,Emergency,2023-10-24 08:00:00,2023-10-24 17:00:00,540,510,1
SES005905,20231024,OR10,D02,Afternoon,2023-10-24 13:00:00,2023-10-24 17:00:00,240,225,0
SES005906,20231024,OR11,D04,Full Day,2023-10-24 08:00:00,2023-10-24 17:00:00,540,510,0
SES005907,20231024,OR12,D02,Full Day,2023-10-24 08:00:00,2023-10-24 17:00:00,540,510,0
SES005908,20231025,OR01,D06,Full Day,2023-10-25 08:00:00,2023-10-25 17:00:00,540,510,0
SES005909,20231025,OR02,D02,Full Day,2023-10-25 08:00:00,2023-10-25 17:00:00,540,510,0
SES005910,20231025,OR03,D06,Full Day,2023-10-25 08:00:00,2023-10-25 17:00:00,540,510,0
SES005911,20231025,OR04,D02,Full Day,2023-10-25 08:00:00,2023-10-25 17:00:00,540,510,0
SES005912,20231025,OR05,D05,Full Day,2023-10-25 08:00:00,2023-10-25 17:00:00,540,510,0
SES005913,20231025,OR06,D06,Full Day,2023-10-25 08:00:00,2023-10-25 17:00:00,540,510,0
SES005914,20231025,OR07,D10,Full Day,2023-10-25 08:00:00,2023-10-25 17:00:00,540,510,0
SES005915,20231025,OR08,D06,Full Day,2023-10-25 08:00:00,2023-10-25 17:00:00,540,510,0
SES005916,20231025,OR09,D02,Emergency,2023-10-25 08:00:00,2023-10-25 17:00:00,540,510,1
SES005917,20231025,OR10,D02,Full Day,2023-10-25 08:00:00,2023-10-25 17:00:00,540,510,0
SES005918,20231025,OR11,D03,Morning,2023-10-25 08:00:00,2023-10-25 12:30:00,270,250,0
SES005919,20231025,OR12,D09,Full Day,2023-10-25 08:00:00,2023-10-25 17:00:00,540,510,0
SES005920,20231026,OR01,D02,Full Day,2023-10-26 08:00:00,2023-10-26 17:00:00,540,510,0
SES005921,20231026,OR02,D02,Full Day,2023-10-26 08:00:00,2023-10-26 17:00:00,540,510,0
SES005922,20231026,OR03,D01,Afternoon,2023-10-26 13:00:00,2023-10-26 17:00:00,240,225,0
SES005923,20231026,OR04,D03,Afternoon,2023-10-26 13:00:00,2023-10-26 17:00:00,240,225,0
SES005924,20231026,OR05,D02,Full Day,2023-10-26 08:00:00,2023-10-26 17:00:00,540,510,0
SES005925,20231026,OR06,D07,Full Day,2023-10-26 08:00:00,2023-10-26 17:00:00,540,510,0
SES005926,20231026,OR07,D06,Morning,2023-10-26 08:00:00,2023-10-26 12:30:00,270,250,0
SES005927,20231026,OR08,D04,Full Day,2023-10-26 08:00:00,2023-10-26 17:00:00,540,510,0
SES005928,20231026,OR09,D10,Emergency,2023-10-26 08:00:00,2023-10-26 17:00:00,540,510,1
SES005929,20231026,OR10,D08,Afternoon,2023-10-26 13:00:00,2023-10-26 17:00:00,240,225,0
SES005930,20231026,OR11,D07,Morning,2023-10-26 08:00:00,2023-10-26 12:30:00,270,250,0
SES005931,20231026,OR12,D02,Full Day,2023-10-26 08:00:00,2023-10-26 17:00:00,540,510,0
SES005932,20231027,OR01,D06,Full Day,2023-10-27 08:00:00,2023-10-27 17:00:00,540,510,0
SES005933,20231027,OR02,D01,Full Day,2023-10-27 08:00:00,2023-10-27 17:00:00,540,510,0
SES005934,20231027,OR03,D01,Full Day,2023-10-27 08:00:00,2023-10-27 17:00:00,540,510,0
SES005935,20231027,OR04,D05,Full Day,2023-10-27 08:00:00,2023-10-27 17:00:00,540,510,0
SES005936,20231027,OR05,D09,Full Day,2023-10-27 08:00:00,2023-10-27 17:00:00,540,510,0
SES005937,20231027,OR06,D01,Afternoon,2023-10-27 13:00:00,2023-10-27 17:00:00,240,225,0
SES005938,20231027,OR07,D02,Full Day,2023-10-27 08:00:00,2023-10-27 17:00:00,540,510,0
SES005939,20231027,OR08,D07,Full Day,2023-10-27 08:00:00,2023-10-27 17:00:00,540,510,0
SES005940,20231027,OR09,D08,Emergency,2023-10-27 08:00:00,2023-10-27 17:00:00,540,510,1
SES005941,20231027,OR10,D02,Full Day,2023-10-27 08:00:00,2023-10-27 17:00:00,540,510,0
SES005942,20231027,OR11,D04,Full Day,2023-10-27 08:00:00,2023-10-27 17:00:00,540,510,0
SES005943,20231027,OR12,D06,Full Day,2023-10-27 08:00:00,2023-10-27 17:00:00,540,510,0
SES005944,20231028,OR09,D01,Emergency,2023-10-28 08:00:00,2023-10-28 17:00:00,540,510,1
SES005945,20231029,OR09,D09,Emergency,2023-10-29 08:00:00,2023-10-29 17:00:00,540,510,1
SES005946,20231029,OR10,D09,Full Day,2023-10-29 08:00:00,2023-10-29 17:00:00,540,510,0
SES005947,20231030,OR01,D01,Full Day,2023-10-30 08:00:00,2023-10-30 17:00:00,540,510,0
SES005948,20231030,OR02,D05,Full Day,2023-10-30 08:00:00,2023-10-30 17:00:00,540,510,0
SES005949,20231030,OR03,D04,Full Day,2023-10-30 08:00:00,2023-10-30 17:00:00,540,510,0
SES005950,20231030,OR04,D07,Full Day,2023-10-30 08:00:00,2023-10-30 17:00:00,540,510,0
SES005951,20231030,OR05,D06,Full Day,2023-10-30 08:00:00,2023-10-30 17:00:00,540,510,0
SES005952,20231030,OR06,D01,Full Day,2023-10-30 08:00:00,2023-10-30 17:00:00,540,510,0
SES005953,20231030,OR07,D02,Full Day,2023-10-30 08:00:00,2023-10-30 17:00:00,540,510,0
SES005954,20231030,OR08,D02,Full Day,2023-10-30 08:00:00,2023-10-30 17:00:00,540,510,0
SES005955,20231030,OR09,D05,Emergency,2023-10-30 08:00:00,2023-10-30 17:00:00,540,510,1
SES005956,20231030,OR10,D05,Full Day,2023-10-30 08:00:00,2023-10-30 17:00:00,540,510,0
SES005957,20231030,OR11,D01,Morning,2023-10-30 08:00:00,2023-10-30 12:30:00,270,250,0
SES005958,20231030,OR12,D07,Morning,2023-10-30 08:00:00,2023-10-30 12:30:00,270,250,0
SES005959,20231031,OR01,D08,Full Day,2023-10-31 08:00:00,2023-10-31 17:00:00,540,510,0
SES005960,20231031,OR02,D04,Full Day,2023-10-31 08:00:00,2023-10-31 17:00:00,540,510,0
SES005961,20231031,OR03,D07,Full Day,2023-10-31 08:00:00,2023-10-31 17:00:00,540,510,0
SES005962,20231031,OR04,D04,Full Day,2023-10-31 08:00:00,2023-10-31 17:00:00,540,510,0
SES005963,20231031,OR05,D04,Full Day,2023-10-31 08:00:00,2023-10-31 17:00:00,540,510,0
SES005964,20231031,OR06,D10,Full Day,2023-10-31 08:00:00,2023-10-31 17:00:00,540,510,0
SES005965,20231031,OR07,D09,Full Day,2023-10-31 08:00:00,2023-10-31 17:00:00,540,510,0
SES005966,20231031,OR08,D02,Full Day,2023-10-31 08:00:00,2023-10-31 17:00:00,540,510,0
SES005967,20231031,OR09,D07,Emergency,2023-10-31 08:00:00,2023-10-31 17:00:00,540,510,1
SES005968,20231031,OR10,D04,Full Day,2023-10-31 08:00:00,2023-10-31 17:00:00,540,510,0
SES005969,20231031,OR11,D10,Afternoon,2023-10-31 13:00:00,2023-10-31 17:00:00,240,225,0
SES005970,20231031,OR12,D03,Full Day,2023-10-31 08:00:00,2023-10-31 17:00:00,540,510,0
SES005971,20231101,OR01,D04,Afternoon,2023-11-01 13:00:00,2023-11-01 17:00:00,240,225,0
SES005972,20231101,OR02,D01,Full Day,2023-11-01 08:00:00,2023-11-01 17:00:00,540,510,0
SES005973,20231101,OR03,D02,Full Day,2023-11-01 08:00:00,2023-11-01 17:00:00,540,510,0
SES005974,20231101,OR04,D04,Afternoon,2023-11-01 13:00:00,2023-11-01 17:00:00,240,225,0
SES005975,20231101,OR05,D05,Full Day,2023-11-01 08:00:00,2023-11-01 17:00:00,540,510,0
SES005976,20231101,OR06,D07,Full Day,2023-11-01 08:00:00,2023-11-01 17:00:00,540,510,0
SES005977,20231101,OR07,D02,Full Day,2023-11-01 08:00:00,2023-11-01 17:00:00,540,510,0
SES005978,20231101,OR08,D03,Full Day,2023-11-01 08:00:00,2023-11-01 17:00:00,540,510,0
SES005979,20231101,OR09,D06,Emergency,2023-11-01 08:00:00,2023-11-01 17:00:00,540,510,1
SES005980,20231101,OR10,D02,Full Day,2023-11-01 08:00:00,2023-11-01 17:00:00,540,510,0
SES005981,20231101,OR11,D05,Full Day,2023-11-01 08:00:00,2023-11-01 17:00:00,540,510,0
SES005982,20231101,OR12,D02,Full Day,2023-11-01 08:00:00,2023-11-01 17:00:00,540,510,0
SES005983,20231102,OR01,D07,Full Day,2023-11-02 08:00:00,2023-11-02 17:00:00,540,510,0
SES005984,20231102,OR02,D06,Morning,2023-11-02 08:00:00,2023-11-02 12:30:00,270,250,0
SES005985,20231102,OR03,D10,Full Day,2023-11-02 08:00:00,2023-11-02 17:00:00,540,510,0
SES005986,20231102,OR04,D06,Afternoon,2023-11-02 13:00:00,2023-11-02 17:00:00,240,225,0
SES005987,20231102,OR05,D07,Morning,2023-11-02 08:00:00,2023-11-02 12:30:00,270,250,0
SES005988,20231102,OR06,D10,Full Day,2023-11-02 08:00:00,2023-11-02 17:00:00,540,510,0
SES005989,20231102,OR07,D08,Full Day,2023-11-02 08:00:00,2023-11-02 17:00:00,540,510,0
SES005990,20231102,OR08,D01,Full Day,2023-11-02 08:00:00,2023-11-02 17:00:00,540,510,0
SES005991,20231102,OR09,D03,Emergency,2023-11-02 08:00:00,2023-11-02 17:00:00,540,510,1
SES005992,20231102,OR10,D07,Full Day,2023-11-02 08:00:00,2023-11-02 17:00:00,540,510,0
SES005993,20231102,OR11,D04,Full Day,2023-11-02 08:00:00,2023-11-02 17:00:00,540,510,0
SES005994,20231102,OR12,D04,Full Day,2023-11-02 08:00:00,2023-11-02 17:00:00,540,510,0
SES005995,20231103,OR01,D03,Full Day,2023-11-03 08:00:00,2023-11-03 17:00:00,540,510,0
SES005996,20231103,OR02,D03,Afternoon,2023-11-03 13:00:00,2023-11-03 17:00:00,240,225,0
SES005997,20231103,OR03,D10,Morning,2023-11-03 08:00:00,2023-11-03 12:30:00,270,250,0
SES005998,20231103,OR04,D01,Full Day,2023-11-03 08:00:00,2023-11-03 17:00:00,540,510,0
SES005999,20231103,OR05,D02,Full Day,2023-11-03 08:00:00,2023-11-03 17:00:00,540,510,0
SES006000,20231103,OR06,D02,Full Day,2023-11-03 08:00:00,2023-11-03 17:00:00,540,510,0
SES006001,20231103,OR07,D03,Full Day,2023-11-03 08:00:00,2023-11-03 17:00:00,540,510,0
SES006002,20231103,OR08,D03,Morning,2023-11-03 08:00:00,2023-11-03 12:30:00,270,250,0
SES006003,20231103,OR09,D07,Emergency,2023-11-03 08:00:00,2023-11-03 17:00:00,540,510,1
SES006004,20231103,OR10,D02,Full Day,2023-11-03 08:00:00,2023-11-03 17:00:00,540,510,0
SES006005,20231103,OR11,D08,Full Day,2023-11-03 08:00:00,2023-11-03 17:00:00,540,510,0
SES006006,20231103,OR12,D02,Full Day,2023-11-03 08:00:00,2023-11-03 17:00:00,540,510,0
SES006007,20231104,OR09,D05,Emergency,2023-11-04 08:00:00,2023-11-04 17:00:00,540,510,1
SES006008,20231104,OR10,D04,Full Day,2023-11-04 08:00:00,2023-11-04 17:00:00,540,510,0
SES006009,20231105,OR09,D01,Emergency,2023-11-05 08:00:00,2023-11-05 17:00:00,540,510,1
SES006010,20231106,OR01,D06,Full Day,2023-11-06 08:00:00,2023-11-06 17:00:00,540,510,0
SES006011,20231106,OR02,D04,Afternoon,2023-11-06 13:00:00,2023-11-06 17:00:00,240,225,0
SES006012,20231106,OR03,D05,Full Day,2023-11-06 08:00:00,2023-11-06 17:00:00,540,510,0
SES006013,20231106,OR04,D01,Full Day,2023-11-06 08:00:00,2023-11-06 17:00:00,540,510,0
SES006014,20231106,OR05,D02,Full Day,2023-11-06 08:00:00,2023-11-06 17:00:00,540,510,0
SES006015,20231106,OR06,D10,Full Day,2023-11-06 08:00:00,2023-11-06 17:00:00,540,510,0
SES006016,20231106,OR07,D01,Full Day,2023-11-06 08:00:00,2023-11-06 17:00:00,540,510,0
SES006017,20231106,OR08,D03,Full Day,2023-11-06 08:00:00,2023-11-06 17:00:00,540,510,0
